MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,JACOBS Gina POSITION,JACOBS Gina LAP TIME,JACOBS Gina ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME
3,7.32,7.32,1,7.13,7.13,4,7.85,7.85,2,7.22,7.22,5,7.99,7.99
3,9.52,16.84,1,9.29,16.42,5,9.98,17.83,2,9.30,16.52,4,9.82,17.81
3,8.76,25.60,1,8.83,25.25,5,9.48,27.31,2,8.82,25.34,4,9.29,27.10
3,8.91,34.51,1,9.05,34.30,5,9.55,36.86,2,9.06,34.40,4,9.60,36.70
3,9.32,43.83,1,9.34,43.64,5,9.98,46.84,2,9.34,43.74,4,10.08,46.78
