HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
1,6.73,6.73,3,7.07,7.07,2,6.83,6.83,4,7.12,7.12
1,8.96,15.69,3,9.25,16.32,2,8.97,15.80,4,9.29,16.41
1,8.55,24.24,4,8.97,25.29,2,8.61,24.41,3,8.76,25.17
1,8.75,32.99,3,8.77,34.06,2,8.84,33.25,4,8.93,34.10
1,8.99,41.978,3,9.17,43.225,2,9.09,42.334,4,9.25,43.348
