Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME
2,7.08,7.08,1,6.98,6.98,4,7.26,7.26,3,7.12,7.12
2,9.33,16.41,1,9.29,16.27,4,9.41,16.67,3,9.37,16.49
2,8.41,24.82,1,8.46,24.73,4,8.66,25.33,3,8.46,24.95
2,8.95,33.77,1,8.94,33.67,4,9.00,34.33,3,9.05,34.00
2,8.90,42.662,1,8.95,42.617,4,8.92,43.247,3,8.92,42.920
