Tarik OMERAGIC POSITION,Tarik OMERAGIC LAP TIME,Tarik OMERAGIC ELAPSED TIME,DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,Attila SZASZ POSITION,Attila SZASZ LAP TIME,Attila SZASZ ELAPSED TIME,MA Wei POSITION,MA Wei LAP TIME,MA Wei ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME
5,13.72,13.72,2,13.28,13.28,4,13.53,13.53,3,13.40,13.40,1,13.15,13.15
5,10.57,24.29,2,10.59,23.87,4,10.63,24.16,3,10.61,24.01,1,10.62,23.77
5,10.28,34.57,2,10.31,34.18,4,10.29,34.45,3,10.29,34.30,1,10.28,34.05
5,9.87,44.44,2,9.66,43.84,4,9.64,44.09,3,9.65,43.95,1,9.70,43.75
5,9.94,54.38,2,9.74,53.58,4,9.81,53.90,3,9.78,53.73,1,9.80,53.55
5,10.40,1:04.78,1,8.98,1:02.56,4,9.58,1:03.48,2,8.99,1:02.72,3,9.22,1:02.77
5,10.94,1:15.72,1,9.11,1:11.67,4,9.86,1:13.34,2,9.01,1:11.73,3,9.17,1:11.94
5,11.36,1:27.08,2,9.39,1:21.06,4,10.13,1:23.47,1,9.12,1:20.85,3,9.33,1:21.27
5,11.48,1:38.56,2,9.59,1:30.65,4,10.59,1:34.06,1,9.06,1:29.91,3,9.50,1:30.77
