START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
3,10.33,,4,10.46,10.46,6,10.57,10.57,7,10.72,10.72,1,10.16,10.16,8,10.73,,5,10.53,10.53,2,10.28,10.28,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
5,13.25,,6,13.19,23.65,1,12.53,23.10,3,12.60,23.32,2,13.05,23.21,8,13.28,,7,13.22,23.75,4,13.18,23.46,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
5,11.66,,7,11.80,35.45,1,11.68,34.78,3,11.68,35.00,2,11.67,34.88,8,11.60,,6,11.59,35.34,4,11.66,35.12,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
6,11.38,,8,11.30,46.75,1,11.50,46.28,3,11.41,46.41,2,11.48,46.36,7,11.02,,4,11.16,46.50,5,11.42,46.54,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
4,10.39,,6,10.46,57.21,2,10.60,56.88,8,11.04,57.45,3,10.55,56.91,7,10.71,,1,10.27,56.77,5,10.52,57.06,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
1,9.43,,6,9.78,1:06.99,5,9.97,1:06.85,8,9.87,1:07.32,3,9.76,1:06.67,7,9.77,,2,9.77,1:06.54,4,9.75,1:06.81,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
1,9.57,,6,9.51,1:16.50,5,9.55,1:16.40,8,9.43,1:16.75,3,9.51,1:16.18,7,9.50,,2,9.55,1:16.09,4,9.48,1:16.29,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
1,9.37,,6,9.39,1:25.89,5,9.30,1:25.70,8,9.56,1:26.31,2,9.30,1:25.48,7,9.40,,3,9.44,1:25.53,3,9.24,1:25.53,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
1,9.10,,7,9.06,1:34.95,5,9.12,1:34.82,8,9.83,1:36.14,3,9.13,1:34.61,6,8.92,,4,9.20,1:34.73,2,9.01,1:34.54,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
1,9.35,,7,9.42,1:44.37,6,9.49,1:44.31,8,10.22,1:46.36,3,9.44,1:44.05,4,9.17,,5,9.45,1:44.18,2,9.39,1:43.93,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
1,9.21,,7,9.55,1:53.92,5,9.35,1:53.66,8,10.54,1:56.90,4,9.51,1:53.56,3,9.21,,6,9.50,1:53.68,2,9.20,1:53.13,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
2,9.16,,7,9.61,2:03.53,4,9.10,2:02.76,8,10.80,2:07.70,5,9.46,2:03.02,3,9.04,,6,9.68,2:03.36,1,8.97,2:02.10,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
2,9.29,,6,9.70,2:13.23,4,9.00,2:11.76,8,10.95,2:18.65,5,9.80,2:12.82,3,9.23,,7,10.11,2:13.47,1,9.27,2:11.37,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
8,26.22,,5,10.03,2:23.26,2,9.29,2:21.05,7,10.87,2:29.52,4,10.32,2:23.14,3,9.62,,6,11.40,2:24.87,1,9.59,2:20.96,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(2),m,Heats,5
