WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME
1,7.137,7.137,3,7.499,7.499,2,7.456,7.456,4,7.545,7.545
1,9.746,16.883,4,9.841,17.339,3,9.742,17.198,2,9.416,16.960
3,9.478,26.361,4,9.339,26.678,1,9.051,26.248,2,9.290,26.250
1,9.236,35.596,4,9.568,36.245,3,9.543,35.790,2,9.360,35.610
1,9.57,45.164,3,9.89,46.130,4,10.52,46.304,2,9.69,45.293
