VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME
2,16.25,16.25,3,16.35,16.35,4,16.48,16.48,1,16.14,16.14
3,11.75,28.00,2,11.61,27.96,4,11.73,28.21,1,11.77,27.91
2,9.99,37.99,1,9.93,37.89,4,9.97,38.18,3,10.16,38.07
2,10.33,48.32,1,10.35,48.24,3,10.22,48.40,4,10.43,48.50
2,10.54,58.86,1,10.52,58.76,3,10.56,58.96,4,10.60,59.10
1,9.93,1:08.79,2,10.23,1:08.99,3,10.14,1:09.10,4,10.19,1:09.29
1,9.77,1:18.56,2,9.78,1:18.77,3,9.73,1:18.83,4,9.92,1:19.21
1,9.99,1:28.55,3,10.22,1:28.99,2,9.85,1:28.68,4,9.87,1:29.08
1,10.32,1:38.87,4,10.86,1:39.859,2,10.29,1:38.97,3,10.12,1:39.203
