BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
1,6.89,6.89,3,7.16,7.16,4,7.44,7.44,2,7.02,7.02
1,9.17,16.06,3,9.12,16.28,4,9.20,16.64,2,9.18,16.20
1,8.75,24.81,3,8.73,25.01,4,8.85,25.49,2,8.68,24.88
1,8.86,33.67,3,8.84,33.85,4,8.82,34.31,2,8.86,33.74
1,9.01,42.672,3,8.99,42.831,4,8.91,43.214,2,9.04,42.774
