KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,TREACY Farrell POSITION,TREACY Farrell LAP TIME,TREACY Farrell ELAPSED TIME
1,6.92,6.92,3,7.12,7.12,2,6.93,6.93,4,7.25,7.25,5,7.40,7.40
2,8.80,15.72,3,8.85,15.97,1,8.70,15.63,4,8.93,16.18,5,8.90,16.30
1,8.28,24.00,3,8.32,24.29,2,8.45,24.08,4,8.44,24.62,5,8.45,24.75
1,8.38,32.38,2,8.43,32.72,3,8.65,32.73,5,8.85,33.47,4,8.62,33.37
1,8.58,40.96,2,8.90,41.62,3,9.29,42.02,5,8.96,42.402,4,8.98,42.337
