Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,STORMOWSKA Kamila POSITION,STORMOWSKA Kamila LAP TIME,STORMOWSKA Kamila ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,7.38,7.38,3,7.65,7.65,4,7.86,7.86,2,7.47,7.47
1,9.47,16.85,3,9.64,17.29,4,9.69,17.55,2,9.47,16.94
1,8.97,25.82,3,9.19,26.48,4,9.51,27.06,2,8.97,25.91
1,9.21,35.03,3,9.37,35.85,4,9.72,36.78,2,9.22,35.13
2,9.61,44.64,3,9.70,45.55,4,10.00,46.78,1,9.33,44.46
