Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Carly WILSON POSITION,Carly WILSON LAP TIME,Carly WILSON ELAPSED TIME
1,7.350,7.350,3,7.670,7.670,2,7.500,7.500,4,7.750,7.750
1,9.950,17.310,3,9.750,17.430,2,9.840,17.340,4,10.310,18.070
1,9.590,26.900,3,9.760,27.190,2,9.830,27.170,4,9.980,28.050
1,10.010,36.910,4,38.470,1:05.660,2,10.020,37.200,3,10.540,38.600
1,10.350,47.260,4,14.790,1:20.450,2,10.630,47.840,3,10.990,49.590
