YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Valerie LAMBERT POSITION,Valerie LAMBERT LAP TIME,Valerie LAMBERT ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME
1,9.350,52.020,2,9.650,52.290,3,9.440,52.340,4,9.410,52.390
1,9.600,1:01.620,2,9.470,1:01.760,3,9.540,1:01.880,4,9.550,1:01.950
1,9.690,1:11.320,2,9.560,1:11.330,3,9.750,1:11.630,4,9.760,1:11.720
1,9.770,1:21.100,2,9.860,1:21.190,3,9.870,1:21.510,4,10.250,1:21.970
1,9.860,1:30.960,2,9.900,1:31.100,3,9.760,1:31.270,4,11.160,1:33.130
