Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME
0,13.975,13.975,0,14.028,14.028,0,14.261,14.261,0,14.142,14.142
0,9.751,23.726,0,9.753,23.782,0,9.846,24.106,0,9.689,23.831
0,9.259,32.984,0,9.349,33.130,0,9.207,33.313,0,9.366,33.196
0,9.360,42.344,0,9.229,42.359,0,9.166,42.479,0,9.389,42.585
0,9.233,51.577,0,9.274,51.632,0,9.363,51.842,0,9.224,51.809
0,9.332,1:00.909,0,9.325,1:00.957,0,9.267,1:01.109,0,9.474,1:01.283
0,9.436,1:10.345,0,9.475,1:10.432,0,9.490,1:10.598,0,9.602,1:10.885
0,9.527,1:19.872,0,9.587,1:20.019,0,9.449,1:20.048,0,9.952,1:20.837
0,9.919,1:29.791,0,9.768,1:29.787,0,9.864,1:29.912,0,10.697,1:31.534
