Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,David CAKO POSITION,David CAKO LAP TIME,David CAKO ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME
1,6.92,6.92,3,7.27,7.27,4,7.39,7.39,2,7.01,7.01
1,8.82,15.74,3,9.12,16.39,4,9.08,16.47,2,8.90,15.91
1,8.48,24.22,4,8.85,25.24,3,8.66,25.13,2,8.50,24.41
1,8.59,32.81,4,8.88,34.12,3,8.79,33.92,2,8.68,33.09
1,8.83,41.64,4,9.26,43.38,3,8.98,42.90,2,8.98,42.07
