ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,IVLIEV Konstantin POSITION,IVLIEV Konstantin LAP TIME,IVLIEV Konstantin ELAPSED TIME,Hijiri IWASHITA POSITION,Hijiri IWASHITA LAP TIME,Hijiri IWASHITA ELAPSED TIME
3,7.10,7.10,1,6.85,6.85,5,8.74,8.74,2,6.92,6.92,4,7.23,7.23
3,8.85,15.95,1,8.79,15.64,5,9.54,18.28,2,8.84,15.76,4,8.83,16.06
3,8.29,24.24,1,8.34,23.98,5,8.80,27.08,2,8.30,24.06,4,8.32,24.38
3,8.44,32.68,1,8.44,32.42,5,8.81,35.89,2,8.42,32.48,4,8.31,32.69
4,8.74,41.42,1,8.55,40.97,5,9.05,44.94,2,8.57,41.05,3,8.59,41.28
