Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME
1,6.757,6.757,2,6.888,6.888,3,7.047,7.047,4,7.234,7.234
1,9.188,15.945,2,9.144,16.032,3,9.097,16.144,4,9.039,16.274
2,8.812,24.757,1,8.684,24.716,3,8.708,24.852,4,8.771,25.044
2,8.789,33.546,1,8.829,33.545,3,8.862,33.714,4,8.927,33.971
1,9.059,42.605,2,9.075,42.620,3,9.135,42.849,4,9.136,43.108
