Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME
1,13.17,13.17,3,13.25,13.25,2,13.22,13.22,4,13.37,13.37
2,9.82,22.99,4,9.95,23.20,1,9.68,22.90,3,9.71,23.08
2,9.94,32.93,4,10.01,33.21,1,9.91,32.81,3,9.96,33.04
1,9.92,42.85,3,9.86,43.07,2,10.16,42.97,4,10.07,43.11
1,9.59,52.44,3,9.51,52.58,2,9.48,52.45,4,9.55,52.66
1,9.21,1:01.65,2,9.28,1:01.86,4,9.64,1:02.09,3,9.27,1:01.93
1,9.13,1:10.78,2,9.31,1:11.17,4,9.73,1:11.82,3,9.32,1:11.25
1,9.21,1:19.99,3,9.65,1:20.82,4,9.78,1:21.60,2,9.30,1:20.55
1,9.37,1:29.352,4,23.38,1:44.195,3,9.97,1:31.565,2,9.65,1:30.192
