Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME
1,12.94,12.94,2,12.96,12.96,4,13.21,13.21,3,13.10,13.10
2,9.77,22.71,1,9.65,22.61,4,9.65,22.86,3,9.71,22.81
1,9.14,31.85,2,9.44,32.05,3,9.20,32.06,4,9.31,32.12
1,9.29,41.14,2,9.19,41.24,4,9.53,41.59,3,9.22,41.34
1,9.26,50.40,2,9.26,50.50,4,9.14,50.73,3,9.27,50.61
1,9.26,59.66,2,9.27,59.77,4,9.27,1:00.00,3,9.26,59.87
1,9.18,1:08.84,2,9.16,1:08.93,4,9.62,1:09.62,3,9.24,1:09.11
1,9.15,1:17.99,2,9.15,1:18.08,4,11.15,1:20.77,3,9.30,1:18.41
1,9.16,1:27.15,2,9.20,1:27.28,4,12.96,1:33.73,3,9.50,1:27.91
