Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Oliwia GAWLICA POSITION,Oliwia GAWLICA LAP TIME,Oliwia GAWLICA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME
4,14.57,14.57,2,14.45,14.45,3,14.48,14.48,1,14.37,14.37,5,14.70,14.70
4,10.81,25.38,2,10.79,25.24,1,10.61,25.09,3,10.97,25.34,5,10.80,25.50
3,10.01,35.39,1,10.13,35.37,1,10.28,35.37,4,10.16,35.50,5,10.18,35.68
3,10.27,45.66,1,10.20,45.57,4,10.30,45.67,2,10.14,45.64,5,10.12,45.80
3,10.42,56.08,1,10.37,55.94,4,10.50,56.17,2,10.39,56.03,5,10.49,56.29
4,10.55,1:06.63,1,10.31,1:06.25,3,10.34,1:06.51,2,10.33,1:06.36,5,10.46,1:06.75
3,10.04,1:16.67,1,9.80,1:16.05,3,10.16,1:16.67,2,9.96,1:16.32,5,10.13,1:16.88
3,10.14,1:26.81,1,9.63,1:25.68,4,10.38,1:27.05,2,9.96,1:26.28,5,10.19,1:27.07
0,10.29,1:37.10,1,9.98,1:35.66,5,10.60,1:37.65,2,10.36,1:36.64,0,10.08,1:37.15
