DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,WOLFGANG Matthias POSITION,WOLFGANG Matthias LAP TIME,WOLFGANG Matthias ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME
1,14.82,14.82,4,15.27,15.27,3,15.07,15.07,2,14.94,14.94
1,10.95,25.77,4,10.80,26.07,3,10.89,25.96,2,10.94,25.88
1,10.51,36.28,4,10.60,36.67,3,10.59,36.55,2,10.55,36.43
1,10.22,46.50,4,10.14,46.81,3,10.13,46.68,2,10.18,46.61
1,10.10,56.60,4,10.10,56.91,3,10.11,56.79,2,10.09,56.70
2,9.78,1:06.38,4,9.77,1:06.68,3,9.71,1:06.50,1,9.56,1:06.26
2,9.30,1:15.68,4,9.38,1:16.06,3,9.34,1:15.84,1,9.32,1:15.58
2,9.07,1:24.75,4,9.43,1:25.49,3,9.22,1:25.06,1,9.07,1:24.65
4,24.55,1:49.308,3,9.76,1:35.255,2,9.35,1:34.415,1,9.13,1:33.781
