Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,Gloria CONFORTOLA POSITION,Gloria CONFORTOLA LAP TIME,Gloria CONFORTOLA ELAPSED TIME,Avalon AARDOOM POSITION,Avalon AARDOOM LAP TIME,Avalon AARDOOM ELAPSED TIME,LU Chia-Tung POSITION,LU Chia-Tung LAP TIME,LU Chia-Tung ELAPSED TIME,RUSNAKOVA Petra POSITION,RUSNAKOVA Petra LAP TIME,RUSNAKOVA Petra ELAPSED TIME
2,18.17,18.17,1,18.04,18.04,4,18.48,18.48,3,18.32,18.32,5,18.49,18.49
2,13.32,31.49,1,13.34,31.38,5,13.37,31.85,3,13.27,31.59,4,13.25,31.74
1,12.00,43.49,3,12.21,43.59,5,11.88,43.73,4,12.04,43.63,2,11.84,43.58
2,9.94,53.43,4,10.05,53.64,3,9.84,53.57,5,10.30,53.93,1,9.70,53.28
2,9.45,1:02.88,4,9.73,1:03.37,3,9.43,1:03.00,5,9.76,1:03.69,1,9.59,1:02.87
1,9.55,1:12.43,4,9.88,1:13.25,2,9.54,1:12.54,5,9.97,1:13.66,3,9.68,1:12.55
1,9.77,1:22.20,4,10.13,1:23.38,2,9.75,1:22.29,5,10.44,1:24.10,3,9.84,1:22.39
1,10.04,1:32.24,4,10.58,1:33.96,2,9.98,1:32.27,5,10.83,1:34.93,3,10.04,1:32.43
2,10.20,1:42.44,4,10.79,1:44.75,1,9.97,1:42.24,5,11.47,1:46.40,3,10.17,1:42.60
