Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME
2,14.30,14.30,1,14.10,14.10,3,14.53,14.53
2,10.01,24.31,1,10.04,24.14,3,9.91,24.44
2,9.67,33.98,1,9.71,33.85,3,9.65,34.09
2,9.68,43.66,1,9.70,43.55,3,9.66,43.75
2,9.76,53.42,1,9.76,53.31,3,9.78,53.53
2,9.83,1:03.25,1,9.82,1:03.13,3,9.88,1:03.41
1,9.66,1:12.91,2,9.96,1:13.09,3,10.01,1:13.42
1,9.96,1:22.87,2,9.90,1:22.99,3,10.25,1:23.67
1,10.16,1:33.023,2,10.19,1:33.172,3,10.61,1:34.275
