Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME
2,7.01,7.01,1,6.89,6.89,3,7.25,7.25,4,7.35,7.35
2,9.51,16.52,1,9.52,16.41,3,9.38,16.63,4,9.39,16.74
2,9.04,25.56,1,9.03,25.44,3,9.00,25.63,4,8.90,25.64
2,9.20,34.76,1,9.21,34.65,4,9.35,34.98,3,9.27,34.91
2,9.33,44.089,1,9.35,43.996,3,9.28,44.258,4,9.51,44.415
