KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME
4,6.85,6.85,3,6.82,6.82,2,6.81,6.81,1,6.76,6.76
1,8.62,15.47,4,9.15,15.97,2,8.88,15.69,3,9.04,15.80
2,8.67,24.14,4,8.42,24.39,1,8.40,24.09,3,8.58,24.38
1,8.26,32.40,4,8.66,33.05,2,8.47,32.56,3,8.44,32.82
2,8.96,41.354,4,8.89,41.938,1,8.69,41.250,3,9.06,41.873
