Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME
2,14.35,14.35,4,14.50,14.50,1,14.31,14.31,3,14.42,14.42
3,10.06,24.41,4,10.05,24.55,2,9.99,24.30,1,9.69,24.11
3,9.75,34.16,4,9.79,34.34,2,9.76,34.06,1,9.87,33.98
3,9.40,43.56,4,9.39,43.73,2,9.41,43.47,1,9.36,43.34
3,9.38,52.94,4,9.28,53.01,2,9.38,52.85,1,9.43,52.77
2,9.05,1:01.99,4,9.35,1:02.36,3,9.38,1:02.23,1,9.14,1:01.91
2,9.10,1:11.09,4,8.98,1:11.34,3,9.03,1:11.26,1,9.09,1:11.00
4,28.45,1:39.54,3,9.16,1:20.50,2,9.09,1:20.35,1,9.19,1:20.19
0,,notime,3,9.18,1:29.675,2,9.22,1:29.561,1,9.36,1:29.546
