START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
2,13.020,13.020,3,13.220,13.220,1,12.920,12.920,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1000m,m,RepHeats,5
1,9.940,22.960,3,10.030,23.250,2,10.300,23.230,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1000m,m,RepHeats,5
1,10.030,32.990,3,9.830,33.080,2,9.830,33.060,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1000m,m,RepHeats,5
1,9.990,42.990,2,9.970,43.060,3,10.020,43.080,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1000m,m,RepHeats,5
1,9.970,52.960,3,10.000,53.060,2,9.890,52.980,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1000m,m,RepHeats,5
1,9.500,1:02.470,2,9.520,1:02.590,3,9.910,1:02.890,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1000m,m,RepHeats,5
2,9.560,1:12.040,1,9.380,1:11.970,3,9.180,1:12.070,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1000m,m,RepHeats,5
3,9.680,1:21.730,1,9.720,1:21.700,2,9.630,1:21.710,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1000m,m,RepHeats,5
1,9.970,1:31.700,3,10.020,1:31.720,2,10.000,1:31.720,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",1000m,m,RepHeats,5
