PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME
2,12.63,12.63,3,12.81,12.81,1,12.63,12.63,4,12.96,12.96
2,9.87,22.50,3,9.80,22.61,1,9.80,22.43,4,9.75,22.71
2,9.66,32.16,3,9.61,32.22,1,9.66,32.09,4,9.56,32.27
2,9.58,41.74,4,9.73,41.95,1,9.57,41.66,3,9.58,41.85
2,9.93,51.67,3,9.87,51.82,1,9.91,51.57,4,10.20,52.05
2,9.82,1:01.49,3,9.77,1:01.59,1,9.79,1:01.36,4,9.64,1:01.69
2,9.55,1:11.04,3,9.59,1:11.18,1,9.57,1:10.93,4,9.60,1:11.29
2,9.43,1:20.47,4,22.09,1:33.27,1,9.43,1:20.36,3,9.86,1:21.15
2,9.61,1:30.073,3,13.64,1:46.905,1,9.65,1:30.003,0,,PEN
