Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Yaroslav KARPOUKHIN POSITION,Yaroslav KARPOUKHIN LAP TIME,Yaroslav KARPOUKHIN ELAPSED TIME
3,13.770,13.770,4,13.776,13.776,1,13.743,13.743,2,13.747,13.747
4,10.231,24.001,3,10.053,23.829,1,9.748,23.491,2,9.966,23.712
4,10.059,34.060,2,10.022,33.851,1,10.228,33.718,3,10.305,34.017
4,9.903,43.963,2,9.910,43.761,1,10.027,43.744,3,9.882,43.898
4,9.774,53.736,2,9.602,53.362,1,9.587,53.331,3,9.694,53.592
4,9.568,1:03.304,2,9.650,1:03.012,1,9.657,1:02.987,3,9.514,1:03.106
4,9.541,1:12.844,1,9.501,1:12.513,2,9.594,1:12.581,3,9.611,1:12.717
4,9.747,1:22.591,1,9.459,1:21.971,2,9.436,1:22.016,3,9.691,1:22.407
4,9.87,1:32.458,2,10.03,1:31.997,1,9.94,1:31.952,3,10.01,1:32.415
