LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,Jacqueline CHEN POSITION,Jacqueline CHEN LAP TIME,Jacqueline CHEN ELAPSED TIME,Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME
3,13.18,13.18,1,12.94,12.94,2,13.07,13.07,4,13.31,13.31
3,10.30,23.48,2,10.43,23.37,1,10.18,23.25,4,10.31,23.62
3,10.21,33.69,1,10.14,33.51,2,10.36,33.61,4,10.16,33.78
3,9.97,43.66,1,9.99,43.50,2,10.02,43.63,4,10.07,43.85
3,9.65,53.31,1,9.61,53.11,2,9.57,53.20,4,9.57,53.42
3,9.53,1:02.84,1,9.54,1:02.65,2,9.55,1:02.75,4,9.54,1:02.96
3,9.54,1:12.38,1,9.51,1:12.16,2,9.56,1:12.31,4,9.56,1:12.52
2,9.49,1:21.87,1,9.48,1:21.64,3,9.71,1:22.02,4,9.56,1:22.08
2,9.70,1:31.571,1,9.65,1:31.286,4,10.06,1:32.075,3,9.65,1:31.722
