Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
2,15.85,15.85,4,16.12,16.12,3,15.98,15.98,1,15.77,15.77
3,11.27,27.12,4,11.23,27.35,2,11.13,27.11,1,11.29,27.06
2,10.29,37.41,4,10.25,37.60,1,10.24,37.35,3,10.40,37.46
3,9.98,47.39,3,9.79,47.39,2,9.97,47.32,1,9.74,47.20
3,9.76,57.15,1,9.64,57.03,4,9.97,57.29,2,9.86,57.06
3,9.81,1:06.96,1,9.76,1:06.79,4,9.81,1:07.10,2,9.81,1:06.87
3,10.03,1:16.99,1,10.06,1:16.85,4,9.92,1:17.02,2,10.02,1:16.89
4,10.38,1:27.37,2,10.12,1:26.97,3,10.05,1:27.07,1,9.70,1:26.59
4,10.48,1:37.845,3,10.22,1:37.175,2,9.90,1:36.954,1,9.94,1:36.524
