LI Hongshuang POSITION,LI Hongshuang LAP TIME,LI Hongshuang ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,7.61,7.61,5,13.34,13.34,4,8.40,8.40,3,8.25,8.25,2,7.67,7.67
1,9.64,17.25,5,16.46,29.80,3,10.09,18.49,4,11.02,19.27,2,9.70,17.37
1,9.08,26.33,5,10.46,40.26,3,9.27,27.76,4,9.72,28.99,2,9.07,26.44
1,9.10,35.43,5,10.11,50.37,3,9.43,37.19,4,9.94,38.93,2,9.08,35.52
1,9.26,44.69,5,11.38,1:01.75,3,9.59,46.78,4,10.41,49.34,2,9.34,44.86
