KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Mykyta SOKOLOV POSITION,Mykyta SOKOLOV LAP TIME,Mykyta SOKOLOV ELAPSED TIME
2,14.00,14.00,3,14.11,14.11,4,14.31,14.31,1,13.80,13.80,5,14.40,14.40
3,10.45,24.45,2,10.31,24.42,4,10.34,24.65,1,10.56,24.36,5,10.62,25.02
3,10.24,34.69,2,10.17,34.59,4,10.15,34.80,1,10.10,34.46,5,10.27,35.29
3,9.88,44.57,2,9.86,44.45,4,9.84,44.64,1,9.88,44.34,5,10.23,45.52
4,9.45,54.02,2,9.43,53.88,3,9.38,54.02,1,9.48,53.82,5,10.09,55.61
3,9.28,1:03.30,2,9.13,1:03.01,4,9.65,1:03.67,1,9.09,1:02.91,5,10.67,1:06.28
3,8.93,1:12.23,2,8.96,1:11.97,4,9.61,1:13.28,1,8.93,1:11.84,5,11.17,1:17.45
3,9.06,1:21.29,2,8.92,1:20.89,4,10.29,1:23.57,1,8.96,1:20.80,5,11.24,1:28.69
0,,PEN,2,9.09,1:29.981,3,11.52,1:35.084,1,9.03,1:29.823,4,11.05,1:39.737
