QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME
2,13.77,13.77,3,13.84,13.84,1,13.61,13.61,4,13.94,13.94
3,11.05,24.82,1,10.71,24.55,2,11.06,24.67,4,10.99,24.93
3,10.14,34.96,1,10.19,34.74,2,10.18,34.85,4,10.12,35.05
3,10.51,45.47,1,10.44,45.18,2,10.46,45.31,4,10.53,45.58
3,9.84,55.31,1,9.89,55.07,2,9.87,55.18,4,10.03,55.61
3,9.53,1:04.84,1,9.61,1:04.68,2,9.62,1:04.80,4,9.46,1:05.07
3,9.46,1:14.30,1,9.47,1:14.15,2,9.47,1:14.27,4,9.41,1:14.48
3,9.60,1:23.90,1,9.57,1:23.72,2,9.54,1:23.81,4,9.60,1:24.08
3,9.75,1:33.65,1,9.76,1:33.48,2,9.74,1:33.55,4,9.82,1:33.886
