Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Melanie de LANGE POSITION,Melanie de LANGE LAP TIME,Melanie de LANGE ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Kristina NZL1 POSITION,Kristina NZL1 LAP TIME,Kristina NZL1 ELAPSED TIME
1,7.466,7.466,3,7.536,7.536,2,7.481,7.481,4,7.607,7.607
2,9.655,17.121,3,9.996,17.532,1,9.639,17.120,4,10.160,17.767
2,9.429,26.550,3,9.549,27.081,1,9.237,26.357,4,9.639,27.405
2,9.500,36.050,3,9.847,36.927,1,9.515,35.872,4,10.017,37.422
2,9.95,45.994,3,10.40,47.327,1,9.99,45.854,4,10.90,48.313
