BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME
1,6.82,6.82,2,6.89,6.89,3,7.02,7.02,4,7.24,7.24
1,8.83,15.65,2,8.91,15.80,3,8.90,15.92,4,8.76,16.00
1,8.44,24.09,2,8.48,24.28,3,8.45,24.37,4,8.39,24.39
1,8.70,32.79,2,8.58,32.86,4,8.74,33.11,3,8.53,32.92
1,8.84,41.63,3,8.93,41.799,4,8.80,41.912,0,8.83,41.75
