HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,SHA Kexin POSITION,SHA Kexin LAP TIME,SHA Kexin ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,TREACY Farrell POSITION,TREACY Farrell LAP TIME,TREACY Farrell ELAPSED TIME,SUI Xin POSITION,SUI Xin LAP TIME,SUI Xin ELAPSED TIME
3,12.97,12.97,2,12.86,,5,13.12,13.12,4,12.98,12.98,1,12.77,12.77
1,9.59,22.56,3,9.78,,4,9.66,22.78,5,9.94,22.92,2,9.84,22.61
1,9.19,31.75,2,9.20,,4,9.31,32.09,5,9.24,32.16,3,9.38,31.99
3,9.54,41.29,5,9.72,,2,9.18,41.27,4,9.28,41.44,1,9.24,41.23
4,9.57,50.86,5,9.49,,3,9.44,50.71,2,9.20,50.64,1,9.36,50.59
1,9.36,1:00.22,4,9.43,,2,9.58,1:00.29,3,9.77,1:00.41,5,10.04,1:00.63
1,9.59,1:09.81,4,9.68,,2,9.63,1:09.92,3,9.61,1:10.02,5,10.51,1:11.14
1,9.52,1:19.33,4,9.68,,2,9.53,1:19.45,3,9.52,1:19.54,5,10.64,1:21.78
1,9.44,1:28.77,4,9.95,,2,9.41,1:28.857,3,9.70,1:29.223,4,11.58,1:33.331
