START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
2,9.90,9.90,1,9.76,9.76,4,10.04,10.04,5,10.18,10.18,6,10.30,10.30,7,10.52,10.52,3,9.99,9.99,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
5,14.63,24.53,4,14.69,24.45,6,14.54,24.58,1,14.11,24.29,7,14.43,24.73,3,13.93,24.45,2,14.34,24.33,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
6,13.29,37.82,3,13.03,37.48,5,13.06,37.64,1,12.97,37.26,7,13.23,37.96,2,12.92,37.37,4,13.16,37.49,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
6,12.71,50.53,3,12.69,50.17,5,12.63,50.27,1,12.68,49.94,7,12.72,50.68,2,12.69,50.06,4,12.72,50.21,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
6,12.06,1:02.59,4,12.18,1:02.35,5,12.18,1:02.45,2,12.16,1:02.10,7,12.05,1:02.73,3,12.19,1:02.25,1,11.72,1:01.93,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
6,12.21,1:14.80,4,12.15,1:14.50,5,12.21,1:14.66,3,12.40,1:14.50,7,12.16,1:14.89,1,12.07,1:14.32,2,12.43,1:14.36,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
4,10.47,1:25.27,2,10.65,1:25.15,6,10.77,1:25.43,5,10.84,1:25.34,7,10.70,1:25.59,1,10.71,1:25.03,3,10.89,1:25.25,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
3,10.65,1:35.92,2,10.69,1:35.84,7,10.89,1:36.32,5,10.77,1:36.11,6,10.62,1:36.21,1,10.72,1:35.75,4,10.81,1:36.06,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
3,10.77,1:46.69,2,10.76,1:46.60,7,10.80,1:47.12,4,10.71,1:46.82,6,10.80,1:47.01,1,10.76,1:46.51,5,10.77,1:46.83,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
3,10.49,1:57.18,2,10.49,1:57.09,7,10.72,1:57.84,4,10.44,1:57.26,6,10.70,1:57.71,1,10.47,1:56.98,5,10.79,1:57.62,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
2,10.07,2:07.25,3,10.24,2:07.33,5,10.56,2:08.40,4,10.31,2:07.57,6,10.76,2:08.47,1,10.16,2:07.14,7,10.99,2:08.61,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
2,10.25,2:17.50,3,10.30,2:17.63,6,11.28,2:19.68,4,10.65,2:18.22,5,11.13,2:19.60,1,10.24,2:17.38,7,36.63,2:45.24,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
2,10.49,2:27.99,3,10.50,2:28.13,6,11.42,2:31.10,4,11.34,2:29.56,5,11.20,2:30.80,1,10.44,2:27.82,7,17.15,3:02.39,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
2,10.67,2:38.660,3,11.08,2:39.207,6,11.72,2:42.813,4,11.91,2:41.463,5,11.56,2:42.354,1,10.66,2:38.471,7,14.11,3:16.493,2012-2013,"2013 ISU World Junior Championships, Warsaw (POL)",1500M,w,Quarterfinals,6
