Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME
4,7.064,7.064,2,6.631,6.631,1,6.607,6.607,3,6.692,6.692
4,8.871,15.935,3,9.115,15.746,1,8.885,15.492,2,8.944,15.636
3,8.529,24.463,4,8.783,24.528,2,8.728,24.219,1,8.536,24.172
4,8.905,33.367,3,8.816,33.344,2,8.819,33.038,1,8.816,32.988
3,8.96,42.324,4,9.05,42.393,1,9.12,42.155,2,9.22,42.200
