Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Julie JUNG POSITION,Julie JUNG LAP TIME,Julie JUNG ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME
1,7.33,7.33,2,7.48,7.48,3,7.60,7.60,4,7.83,7.83,5,8.01,8.01
1,9.63,16.96,2,9.57,17.05,3,9.54,17.14,4,9.80,17.63,5,9.90,17.91
1,9.07,26.03,2,9.09,26.14,3,9.08,26.22,4,9.17,26.80,5,9.55,27.46
1,9.24,35.27,2,9.27,35.41,3,9.28,35.50,4,9.47,36.27,5,9.69,37.15
1,9.56,44.829,2,9.51,44.918,3,9.47,44.966,4,9.70,45.963,5,9.94,47.087
