PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME
1,13.070,13.070,2,13.210,13.210,3,13.230,13.230,4,13.410,13.410
1,10.580,23.650,3,10.540,23.760,2,10.490,23.730,4,10.700,24.110
2,10.240,33.900,1,10.090,33.850,3,10.240,33.970,4,9.870,33.980
1,9.720,43.620,2,9.930,43.790,3,9.860,43.840,4,10.010,44.000
1,9.970,53.600,2,9.860,53.650,3,10.000,53.840,4,9.990,53.990
1,10.060,1:03.670,2,10.260,1:03.920,3,10.130,1:03.980,4,10.140,1:04.140
1,10.100,1:13.770,2,10.070,1:13.990,3,10.060,1:14.040,4,10.230,1:14.380
1,10.110,1:23.880,2,9.890,1:23.890,3,9.990,1:24.040,4,10.950,1:25.330
1,10.110,1:34.000,2,10.270,1:34.170,3,10.270,1:34.310,4,11.990,1:37.320
