Karol BOBOWICZ POSITION,Karol BOBOWICZ LAP TIME,Karol BOBOWICZ ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Ganbat JARGALANCHULUUN POSITION,Ganbat JARGALANCHULUUN LAP TIME,Ganbat JARGALANCHULUUN ELAPSED TIME,Benjamin KOCH POSITION,Benjamin KOCH LAP TIME,Benjamin KOCH ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
1,6.942,6.942,2,7.147,7.147,5,7.922,7.922,3,7.445,7.445,4,7.612,7.612
2,9.447,16.388,1,9.181,16.327,5,10.585,18.507,4,9.578,17.022,3,9.182,16.794
1,9.012,25.400,3,9.170,25.497,5,10.723,29.229,4,9.433,26.454,2,8.650,25.443
2,9.016,34.415,3,9.040,34.536,5,10.838,40.067,4,9.645,36.099,1,8.862,34.304
2,9.24,43.646,3,9.30,43.829,5,10.94,51.004,4,9.98,46.077,1,9.33,43.627
