Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME
2,7.20,7.20,1,6.95,6.95,3,7.30,7.30,4,7.75,7.75
2,9.34,16.54,1,9.35,16.30,3,9.31,16.61,4,10.60,18.35
2,8.83,25.37,1,8.97,25.27,3,8.77,25.38,4,10.35,28.70
2,9.17,34.54,1,9.18,34.45,3,9.23,34.61,4,10.78,39.48
1,9.22,43.752,2,9.36,43.803,3,9.25,43.855,4,10.84,50.312
