WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
1,13.86,13.86,4,14.31,14.31,3,14.10,14.10,2,13.88,13.88
1,11.01,24.87,4,10.77,25.08,3,10.83,24.93,2,11.00,24.88
3,10.36,35.23,4,10.22,35.30,1,10.02,34.95,2,10.26,35.14
3,10.24,45.47,4,10.44,45.74,1,10.41,45.36,2,10.27,45.41
2,10.37,55.84,4,10.40,56.14,1,10.38,55.74,3,10.69,56.10
3,9.97,1:05.81,4,9.99,1:06.13,1,9.98,1:05.72,2,9.65,1:05.75
1,9.67,1:15.48,4,9.97,1:16.10,2,9.79,1:15.51,3,9.80,1:15.55
1,9.04,1:24.52,4,10.47,1:26.57,2,9.81,1:25.32,3,9.84,1:25.39
1,9.91,1:34.430,4,10.88,1:37.446,2,9.93,1:35.250,3,10.01,1:35.392
