Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,LIU Ming-Hsten POSITION,LIU Ming-Hsten LAP TIME,LIU Ming-Hsten ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME
1,6.859,6.859,4,7.984,7.984,2,7.198,7.198,3,7.666,7.666
1,9.270,16.128,4,18.570,26.554,3,9.205,16.403,2,8.603,16.268
2,9.163,25.291,4,11.414,37.967,3,8.997,25.400,1,8.809,25.077
1,8.839,34.129,4,11.110,49.077,3,9.055,34.455,2,9.065,34.141
1,9.54,43.667,4,11.84,1:00.908,3,9.37,43.820,2,9.63,43.767
