Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,LIM Yong Jin POSITION,LIM Yong Jin LAP TIME,LIM Yong Jin ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME
1,6.82,6.82,2,6.99,6.99,3,7.16,7.16,4,7.35,7.35
1,8.80,15.62,2,8.86,15.85,3,8.87,16.03,4,8.80,16.15
1,8.42,24.04,2,8.35,24.20,2,8.17,24.20,4,8.24,24.39
1,8.56,32.60,4,8.74,32.94,2,8.53,32.73,3,8.44,32.83
1,8.80,41.383,4,,41.493,2,8.70,41.411,3,,41.480
