VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME
1,7.38,7.38,3,7.86,7.86,2,7.64,7.64,4,8.04,8.04
1,9.41,16.79,3,9.55,17.41,2,9.44,17.08,4,9.68,17.72
1,9.19,25.98,3,9.23,26.64,2,9.17,26.25,4,9.33,27.05
1,9.50,35.48,3,9.40,36.04,2,9.35,35.60,4,9.57,36.62
1,9.91,45.388,3,9.87,45.901,2,9.89,45.486,4,10.03,46.649
