Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
3,13.466,13.466,1,13.234,13.234,4,13.709,13.709,2,13.418,13.418
3,10.604,24.070,1,10.630,23.863,4,10.443,24.151,2,10.605,24.022
2,9.894,33.963,1,9.896,33.759,4,10.066,34.217,3,9.986,34.008
3,9.779,43.741,1,9.679,43.438,4,9.626,43.842,2,9.620,43.628
3,9.494,53.234,2,9.795,53.232,4,9.635,53.476,1,9.584,53.211
2,9.538,1:02.772,4,9.686,1:02.918,3,9.339,1:02.815,1,9.455,1:02.666
2,9.403,1:12.174,4,9.642,1:12.560,3,9.525,1:12.339,1,9.507,1:12.172
2,9.647,1:21.821,4,9.837,1:22.397,3,9.811,1:22.149,1,9.603,1:21.774
1,9.67,1:31.483,4,10.25,1:32.640,3,9.54,1:31.682,2,9.82,1:31.592
