Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Gabrielle WILLIAMSON-DERRAUGH POSITION,Gabrielle WILLIAMSON-DERRAUGH LAP TIME,Gabrielle WILLIAMSON-DERRAUGH ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
1,7.05,7.05,2,7.33,7.33,3,7.49,7.49,4,7.62,7.62
1,9.44,16.49,2,9.49,16.82,3,9.41,16.90,4,9.40,17.02
1,9.01,25.50,2,8.98,25.80,3,8.96,25.86,4,9.02,26.04
1,9.11,34.61,3,9.24,35.04,2,9.14,35.00,4,9.09,35.13
1,9.38,43.985,4,9.59,44.623,2,9.36,44.356,3,9.35,44.473
