Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,CHUNG Hsiao-Ying POSITION,CHUNG Hsiao-Ying LAP TIME,CHUNG Hsiao-Ying ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME
3,7.94,7.94,4,8.13,8.13,1,7.46,7.46,2,7.59,7.59
3,10.09,18.03,4,10.16,18.29,1,9.20,16.66,2,9.17,16.76
3,9.76,27.79,4,9.70,27.99,1,8.96,25.62,2,8.95,25.71
3,9.88,37.67,4,9.87,37.86,1,9.11,34.73,2,9.11,34.82
3,10.23,47.891,4,10.20,48.060,1,9.28,44.002,2,9.29,44.105
