van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME,CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,Anna DAVYDENKO POSITION,Anna DAVYDENKO LAP TIME,Anna DAVYDENKO ELAPSED TIME
1,7.16,7.16,2,7.47,7.47,3,7.63,7.63,4,7.78,7.78,5,8.22,8.22
1,9.45,16.61,2,9.40,16.87,3,9.37,17.00,4,9.32,17.10,5,10.19,18.41
1,8.88,25.49,2,8.92,25.79,4,8.98,25.98,3,8.86,25.96,5,9.76,28.17
1,8.99,34.48,3,9.28,35.07,4,9.17,35.15,2,8.98,34.94,5,10.04,38.21
1,9.24,43.72,5,24.09,59.16,3,9.32,44.47,2,9.00,43.94,4,10.55,48.76
