ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
1,7.120,7.120,3,7.640,7.640,2,7.460,7.460,4,7.650,7.650
1,9.540,16.670,3,9.570,17.220,2,9.640,17.100,4,9.680,17.340
1,9.180,25.860,3,9.350,26.570,2,9.380,26.490,4,9.280,26.620
1,9.270,35.140,4,9.620,36.190,2,9.300,35.800,3,9.510,36.130
1,9.510,44.650,3,9.900,46.090,2,9.760,45.570,4,10.010,46.150
