Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Rudy KOEK POSITION,Rudy KOEK LAP TIME,Rudy KOEK ELAPSED TIME,Vitaly MIKHEENKOV POSITION,Vitaly MIKHEENKOV LAP TIME,Vitaly MIKHEENKOV ELAPSED TIME,Tamas TUTRAI POSITION,Tamas TUTRAI LAP TIME,Tamas TUTRAI ELAPSED TIME
1,15.350,15.350,3,15.630,15.630,4,16.160,16.160,2,15.460,15.460
1,12.240,27.600,2,12.130,27.770,4,11.980,28.140,3,12.530,28.000
2,11.540,39.140,1,11.310,39.080,3,11.140,39.280,4,11.390,39.390
1,10.500,49.650,2,10.840,49.930,3,10.740,50.030,4,10.720,50.110
1,9.580,59.230,3,9.840,59.780,4,10.020,1:00.060,2,9.640,59.760
1,9.710,1:08.950,4,9.760,1:09.540,2,9.300,1:09.360,3,9.740,1:09.500
1,9.510,1:18.460,3,9.160,1:18.710,4,9.520,1:18.880,2,9.080,1:18.590
2,9.360,1:27.830,4,9.530,1:28.240,1,8.380,1:27.270,3,9.630,1:28.220
1,9.480,1:37.310,2,9.140,1:37.390,3,10.180,1:37.460,4,9.720,1:37.940
