NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,KHALIL Khairil Ridhwan POSITION,KHALIL Khairil Ridhwan LAP TIME,KHALIL Khairil Ridhwan ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME
3,7.15,7.15,2,6.95,6.95,5,7.56,7.56,1,6.68,6.68,4,7.16,7.16
4,9.10,16.25,2,8.93,15.88,5,9.48,17.04,1,8.77,15.45,3,8.90,16.06
4,8.64,24.89,2,8.46,24.34,5,9.05,26.09,1,8.42,23.87,3,8.45,24.51
4,8.87,33.76,2,8.59,32.93,5,9.34,35.43,1,8.48,32.35,3,8.54,33.05
4,9.18,42.94,2,8.74,41.67,5,10.22,45.65,1,8.64,40.99,3,8.84,41.89
