Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Tunde BALAZS POSITION,Tunde BALAZS LAP TIME,Tunde BALAZS ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
1,13.68,13.68,2,13.78,13.78,4,13.98,13.98,3,13.85,13.85
1,10.95,24.63,3,10.93,24.71,4,10.90,24.88,2,10.86,24.71
1,10.29,34.92,2,10.30,35.01,3,10.22,35.10,4,10.56,35.27
1,10.58,45.50,2,10.58,45.59,4,10.74,45.84,3,10.42,45.69
1,10.61,56.11,2,10.62,56.21,4,10.57,56.41,3,10.61,56.30
1,10.44,1:06.55,2,10.44,1:06.65,4,10.51,1:06.92,3,10.49,1:06.79
1,10.21,1:16.76,2,10.21,1:16.86,4,10.52,1:17.44,3,10.29,1:17.08
1,10.11,1:26.87,2,10.11,1:26.97,4,10.66,1:28.10,3,10.42,1:27.50
1,10.11,1:36.972,2,10.07,1:37.033,4,10.93,1:39.021,3,10.75,1:38.243
