Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME
4,13.05,13.05,3,12.92,12.92,2,12.81,12.81,1,12.68,12.68,5,13.27,13.27
4,9.40,22.45,2,9.33,22.25,3,9.50,22.31,1,9.54,22.22,5,9.30,22.57
4,9.57,32.02,1,9.45,31.70,3,9.58,31.89,2,9.59,31.81,5,9.55,32.12
4,9.61,41.63,1,9.55,41.25,3,9.61,41.50,2,9.57,41.38,5,9.69,41.81
4,9.38,51.01,1,9.33,50.58,3,9.32,50.82,2,9.35,50.73,5,9.26,51.07
4,9.50,1:00.51,1,9.40,59.98,3,9.44,1:00.26,2,9.44,1:00.17,5,9.55,1:00.62
4,9.42,1:09.93,1,8.92,1:08.90,3,9.03,1:09.29,2,8.91,1:09.08,5,9.44,1:10.06
4,9.56,1:19.49,1,8.93,1:17.83,3,8.99,1:18.28,2,8.88,1:17.96,5,9.55,1:19.61
4,9.75,1:29.247,1,8.96,1:26.794,3,9.11,1:27.399,2,8.94,1:26.900,5,9.95,1:29.564
