START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
2,7.55,7.55,1,7.34,7.34,3,7.74,7.74,4,7.89,7.89,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),500m,w,Heats,3
2,9.49,17.04,1,9.21,16.55,3,9.33,17.07,4,9.59,17.48,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),500m,w,Heats,3
3,9.16,26.20,1,8.83,25.38,2,8.99,26.06,4,9.25,26.73,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),500m,w,Heats,3
3,9.01,35.21,1,8.98,34.36,2,8.98,35.04,4,9.51,36.24,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),500m,w,Heats,3
3,9.17,44.373,1,9.23,43.589,2,9.20,44.238,4,9.99,46.223,2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),500m,w,Heats,3
