HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME
2,7.09,7.09,3,7.20,7.20,5,7.67,7.67,1,7.03,7.03,4,7.46,7.46
1,9.17,16.26,3,9.31,16.51,5,9.14,16.81,2,9.36,16.39,4,9.09,16.55
1,8.83,25.09,3,9.00,25.51,5,8.90,25.71,2,8.87,25.26,4,9.02,25.57
1,8.86,33.95,4,9.03,34.54,5,8.93,34.64,2,8.91,34.17,3,8.81,34.38
1,9.16,43.115,4,8.97,43.511,5,9.02,43.662,2,8.96,43.131,3,8.87,43.254
