Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
1,6.83,6.83,2,6.97,6.97,4,7.23,7.23,3,7.15,7.15
1,8.75,15.58,2,8.80,15.77,4,8.85,16.08,3,8.75,15.90
1,8.24,23.82,2,8.25,24.02,4,8.15,24.23,3,8.21,24.11
1,8.43,32.25,2,8.32,32.34,4,8.25,32.48,3,8.31,32.42
3,18.88,51.121,2,8.86,41.197,1,8.50,40.974,0,,PEN
