WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME
2,7.23,7.23,1,7.13,7.13,3,7.46,7.46,4,7.57,7.57
2,9.49,16.72,1,9.42,16.55,3,9.51,16.97,4,9.59,17.17
1,8.77,25.50,2,9.11,25.67,3,8.96,25.94,4,8.98,26.15
1,8.98,34.48,2,9.14,34.82,3,9.30,35.25,4,9.34,35.50
1,9.49,43.970,2,9.81,44.625,3,9.53,44.779,4,9.48,44.973
