WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME
1,6.87,6.87,2,7.28,7.28,3,7.49,7.49,4,7.71,7.71
1,9.19,16.06,2,9.33,16.61,3,9.38,16.87,4,9.64,17.35
1,8.90,24.96,2,9.05,25.66,3,9.14,26.01,4,9.41,26.76
1,9.10,34.06,2,9.43,35.09,3,9.11,35.12,4,9.58,36.34
1,9.62,43.675,2,9.69,44.774,3,9.76,44.872,4,10.03,46.367
