Lucas PAREDES POSITION,Lucas PAREDES LAP TIME,Lucas PAREDES ELAPSED TIME,Bejamin WHITESIDE POSITION,Bejamin WHITESIDE LAP TIME,Bejamin WHITESIDE ELAPSED TIME,Eduard STRELKOV POSITION,Eduard STRELKOV LAP TIME,Eduard STRELKOV ELAPSED TIME,Pietro de LORENZIS POSITION,Pietro de LORENZIS LAP TIME,Pietro de LORENZIS ELAPSED TIME,Nathaniel HENRY POSITION,Nathaniel HENRY LAP TIME,Nathaniel HENRY ELAPSED TIME
3,7.87,7.87,5,8.12,8.12,1,7.13,7.13,2,7.55,7.55,4,7.89,7.89
4,10.80,18.67,5,11.00,19.12,1,9.35,16.48,2,9.88,17.43,3,10.68,18.57
4,10.58,29.25,5,10.60,29.72,1,8.98,25.46,2,9.41,26.84,3,9.40,27.97
4,10.88,40.13,5,10.62,40.34,1,9.03,34.49,2,9.67,36.51,3,9.34,37.31
5,11.35,51.473,4,10.88,51.217,1,9.36,43.849,2,10.12,46.621,3,9.58,46.888
