Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,13.02,13.02,2,13.12,13.12,5,13.52,13.52,4,13.41,13.41,3,13.21,13.21
1,9.91,22.93,2,9.90,23.02,5,9.85,23.37,4,9.80,23.21,3,9.81,23.02
1,9.57,32.50,3,9.68,32.70,5,9.63,33.00,4,9.66,32.87,2,9.58,32.60
1,9.46,41.96,3,9.47,42.17,4,9.18,42.18,5,9.51,42.38,2,9.46,42.06
1,9.19,51.15,4,9.19,51.36,3,9.09,51.27,5,9.22,51.60,2,9.20,51.26
1,9.29,1:00.44,3,9.27,1:00.63,4,9.38,1:00.65,5,9.06,1:00.66,2,9.28,1:00.54
1,9.36,1:09.80,5,9.86,1:10.49,4,9.56,1:10.21,3,9.41,1:10.07,2,9.38,1:09.92
1,9.59,1:19.39,5,9.51,1:20.00,4,9.48,1:19.69,2,9.42,1:19.49,3,9.68,1:19.60
1,9.78,1:29.169,5,9.74,1:29.734,3,9.77,1:29.457,2,9.71,1:29.193,4,10.03,1:29.622
