Oliver RINGER POSITION,Oliver RINGER LAP TIME,Oliver RINGER ELAPSED TIME,LIN Chun-Chieh POSITION,LIN Chun-Chieh LAP TIME,LIN Chun-Chieh ELAPSED TIME,LIU Heinrich POSITION,LIU Heinrich LAP TIME,LIU Heinrich ELAPSED TIME,Ashwin Calen DSILVA POSITION,Ashwin Calen DSILVA LAP TIME,Ashwin Calen DSILVA ELAPSED TIME,Kaviraj Prithvi COIMBATORE ASHOK POSITION,Kaviraj Prithvi COIMBATORE ASHOK LAP TIME,Kaviraj Prithvi COIMBATORE ASHOK ELAPSED TIME
1,15.06,15.06,2,15.15,15.15,4,15.45,15.45,3,15.28,15.28,5,15.60,15.60
1,12.08,27.14,2,12.09,27.24,4,12.06,27.51,3,12.08,27.36,5,12.07,27.67
1,11.85,38.99,2,11.86,39.10,4,11.84,39.35,3,11.88,39.24,5,11.82,39.49
1,11.58,50.57,2,11.57,50.67,4,11.60,50.95,3,11.58,50.82,5,11.60,51.09
1,11.03,1:01.60,2,10.94,1:01.61,4,10.93,1:01.88,3,10.97,1:01.79,5,11.08,1:02.17
2,9.70,1:11.30,1,9.31,1:10.92,4,9.84,1:11.72,3,9.76,1:11.55,5,10.31,1:12.48
2,9.37,1:20.67,1,9.17,1:20.09,4,9.69,1:21.41,3,9.83,1:21.38,5,10.62,1:23.10
2,9.59,1:30.26,1,9.30,1:29.39,3,9.89,1:31.30,4,9.99,1:31.37,5,10.95,1:34.05
2,9.91,1:40.146,1,9.54,1:38.911,3,10.24,1:41.524,4,10.29,1:41.636,5,11.19,1:45.224
