NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,Namasthee HARRIS-GAUTHIER POSITION,Namasthee HARRIS-GAUTHIER LAP TIME,Namasthee HARRIS-GAUTHIER ELAPSED TIME,XIAO Han POSITION,XIAO Han LAP TIME,XIAO Han ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME
1,14.76,14.76,3,15.18,15.18,4,15.59,15.59,2,14.85,14.85
2,11.15,25.91,3,10.92,26.10,4,10.64,26.23,1,10.71,25.56
1,9.92,35.83,2,9.87,35.97,4,10.08,36.31,3,10.53,36.09
1,9.79,45.62,2,9.67,45.64,4,9.74,46.05,3,9.65,45.74
1,9.67,55.29,3,9.85,55.49,4,9.52,55.57,2,9.68,55.42
1,9.41,1:04.70,2,9.42,1:04.91,4,9.71,1:05.28,3,9.53,1:04.95
1,9.68,1:14.38,3,9.67,1:14.58,4,9.46,1:14.74,2,9.57,1:14.52
1,9.39,1:23.77,3,9.51,1:24.09,4,9.64,1:24.38,2,9.30,1:23.82
1,9.53,1:33.294,3,9.68,1:33.764,2,9.12,1:33.491,4,11.52,1:35.339
